单价,总价,户型,月供,朝向,标题,楼层,装修,面积
36,36625.0,293.0,3室2厅,17257.0,南北,VR全景看房侨兴苑三房293万 格局好 望花园安静地，铁上盖,高层,精装修,80.0
37,16210.0,135.0,3室2厅,7951.0,南,首付一成免息分期 带省级华师附中 来电送五年管理费,中层,精装修,83.3
38,29730.0,294.0,3室2厅,17316.0,南,海湾一号 中高楼层 大三房带主套 就读华师附小中 随时看房,中层,精装修,98.9
39,17813.0,173.0,4室2厅,10189.0,南北,碧桂园玺悦 全新一手房 带学位 带装修 送车位 一线海景房,中层,豪华装修,97.1
40,31267.0,290.0,3室2厅,17080.0,南北,金沙洲保利物业 地铁位置 实用3房双主套 五年唯一 有钥匙看,中层,豪华装修,92.8
41,25244.0,246.0,3室2厅,14489.0,南,（全新未住）业主急需名额换房 低于市场价出售 可用公积金,中层,精装修,97.5
42,31868.0,290.0,3室2厅,17080.0,南北,怡园小区 入读怡园西校区 中层刚需三房 交通便利,中层,简单装修,91.0
43,29897.0,290.0,3室2厅,17080.0,南,集贤苑 * 真实图片 学位未占用 产权清晰 欢迎来电,高层,精装修,97.0
44,18534.0,180.0,3室2厅,10601.0,南,碧桂园玺悦 双地铁山海景观 内部95折买精装4房 单合同,低层,精装修,97.1
45,19045.0,158.0,3室2厅,9306.0,南,碧桂园玺悦 内部保留单位均价2万 来电有 还送管理费,中层,精装修,83.0
46,16227.0,153.0,3室2厅,9011.0,南,滨海新城 南沙自贸区中心 送产权车位 内部特价单位 欢迎致电,中层,精装修,94.3
47,16168.0,139.0,3室2厅,8187.0,南,内部认购送产权车位 小区自带省级九年义务教育 欢迎来电,中层,精装修,86.0
48,17110.0,148.0,3室2厅,8717.0,南北,阳光城丽景湾 南沙万达地铁 渠道减8万买精装3房 内部转名,中层,豪华装修,86.5
49,20040.0,198.0,3室2厅,11662.0,南,碧桂园玺悦 720度全景看房 无需来访楼盘来电更送5年管理费,中层,精装修,98.8
50,10227.0,90.0,3室2厅,4122.0,南北,新小区的环境，老小区的价格，精装修房子忍痛割爱，楼层佳,低层,精装修,88.0
51,20137.0,188.0,3室2厅,11073.0,东南,丰庭花园 精装3房两卫 享受周边配套 业主诚心出,中层,精装修,93.4
52,22385.0,290.0,3室2厅,17080.0,东南,（创鸿南沙一品）三房两厅，中层，南北对流，地铁口物业，随时看,低层,毛坯,129.6
53,16451.0,155.0,3室2厅,9129.0,南,真实一手，看房找我额外送5年管理费，首付50万，阳光城熙悦,中层,精装修,94.2
54,27121.0,265.0,3室2厅,15608.0,东北,（滨海御城）金州地铁，万达旁，金隆小学，配套完善，急售随时看,低层,精装修,97.7
55,17898.0,148.0,3室2厅,8717.0,南,阳光城 首付40万买3房 一手免费代理 来电享额外8折,中层,精装修,82.7
56,16581.0,145.0,3室2厅,8540.0,东南,内部转名 金洲地铁口 万达旁 一口价单位 145万一套,低层,精装修,87.5
57,10000.0,85.0,3室2厅,3893.0,东南,36 敏捷君御国际 交通便利 成熟配套 安静舒适 看房方便,中层,精装修,85.0
58,29114.0,290.0,3室2厅,17080.0,北,雅居乐雍华廷 三房南北通透 户型实用 出门地铁口 配套成熟,高层,精装修,99.6
59,30769.0,280.0,3室2厅,16491.0,南北,急卖 晓港湾 私产过五年 3楼偏单 东南西朝向 采光足,低层,精装修,91.0
60,20440.0,186.0,3室2厅,10955.0,南,越秀东坡 单合同 全新加推 额外95折 一成首付 可分期,中层,精装修,91.0
61,19231.0,175.0,3室2厅,10307.0,南,越秀东坡 近地铁 单合同 送车位 额外98折另送管理费带学位,低层,精装修,91.0
62,20947.0,199.0,3室2厅,11721.0,南,南沙水恋 开发商年底冲业绩 内部团购 额外95折再5年物业,中层,精装修,95.0
63,18636.0,164.0,3室2厅,9659.0,南,万科海上明月 江景三房 带学位可公积金 额外98折加送管理费,低层,精装修,88.0
64,16545.0,157.0,3室2厅,9247.0,南,越秀滨海新城 一口价单位 单合同首付可分期 来电送5年管理费,中层,精装修,94.9
65,16274.0,150.0,3室2厅,8834.0,南,实用3加1户型 单合同 可公积金 越秀让利 即送五年管理费,中层,精装修,92.2
66,16459.0,156.0,3室2厅,9188.0,南,首付1成 越秀滨海新城  免息1年 金洲地铁口旁 带省级学位,低层,精装修,94.8
67,22247.0,198.0,3室2厅,11662.0,南,（无名额也可购买）南沙湾区香海彼岸一成首付上车单价21000,低层,精装修,89.0
68,16842.0,160.0,3室2厅,9423.0,北,雅居乐锦城 比邻保利花城 毛坯三房 税费低 学位未占用,低层,毛坯,95.0
69,17422.0,168.0,3室2厅,9895.0,南北,可公积金 客退单位 看房可打8折仅限一套 阳光城丽景湾,低层,精装修,96.4
70,17553.0,165.0,3室2厅,9718.0,南,阳光城丽景湾 12月冲业绩首付一成 免息分期半年 送管理费,低层,精装修,94.0
71,18846.0,160.0,3室2厅,9423.0,东南,1成首付，送车位，送管理费，碧桂园玺悦，错过不在有，看房找我,中层,豪华装修,84.9
72,16274.0,150.0,3室2厅,8834.0,南,越秀滨海新城 交通便利 万达商圈 精装大三房 来电享团购优惠,中层,精装修,92.2
73,20514.0,170.0,3室2厅,10012.0,南,首付10万 可公积金 带省级 依山望海 碧桂园玺悦,中层,精装修,82.9
74,17907.0,154.0,3室2厅,9070.0,南北,阳光城（熙悦）内部转名南向86方中高层单位 首付46万带装修,低层,精装修,86.0
75,19268.0,178.0,3室2厅,10484.0,东南,中新知识城标杆 招商雍雍景湾 超高使用率 中高层南北,低层,精装修,92.4
76,24286.0,199.0,3室2厅,11721.0,东南,（金隆学校）万达商圈 时代云图 证过二 总价低 至笋三房,高层,精装修,81.9
77,19247.0,179.0,3室2厅,10543.0,南,越秀东坡 内部转名特价 产权清晰 地铁三百米 单合同低首付,中层,豪华装修,93.0
78,16220.0,153.0,3室2厅,9011.0,南,153万买南沙金州商圈内四房二卫，小区幼儿园到高中。,低层,精装修,94.3
79,20122.0,171.0,3室2厅,10071.0,南,碧桂园玺悦 本人成交这里的销 冠 看过的朋友找我拿内 部 价,中层,精装修,85.0
80,19670.0,179.0,3室2厅,10543.0,南,越秀东坡 南沙自贸区 地铁15号线蝴蝶洲站单合同送车位,高层,精装修,91.0
81,19300.0,150.0,3室2厅,8834.0,南,圣淘沙 今洲中心 繁华配套 找我看房享额外折扣优惠,中层,毛坯,77.7
82,20921.0,198.0,3室2厅,11662.0,南,中航城 教育城核心快站地铁口旁 买层层复试 20天河,低层,精装修,94.6
83,18817.0,175.0,3室2厅,10307.0,南,碧桂园天玺湾 南向三房 证满两年税费少 带学位可公积金,低层,精装修,93.0
84,18495.0,188.0,3室2厅,11073.0,南北,（碧桂园天玺湾）业主急售，跳楼价，三房两厅，高层，一线海景。,低层,精装修,101.7
85,19892.0,185.0,3室2厅,10896.0,南,地铁盘）中国铁建花园 南向实用三房 赠 送面积多 有钥匙可看,低层,精装修,93.0
86,16496.0,156.0,3室2厅,9188.0,南,（年末钜惠）内部转让单位 可做一成首付 名额有限 滨海新城,中层,精装修,94.6
87,18581.0,165.0,3室2厅,9718.0,南北,30 万科府前一号 成熟配套 交通便利 精致三房 看房方便,低层,精装修,88.8
88,16940.0,157.0,3室2厅,9247.0,南,越秀滨海新城 品牌开发商 找我可操作旧带新额外优惠，团购看房,中层,精装修,92.7
89,17611.0,174.0,3室2厅,10248.0,南,碧桂园玺悦98方东南向望海 来电享95折 带装修 省级学位,中层,豪华装修,98.8
90,18371.0,180.0,3室2厅,10601.0,南北,VR全景 南沙保利城 低首付单合同 地铁口700米 可公积金,低层,精装修,98.0
91,16205.0,151.0,3室2厅,8893.0,南,越秀滨海新城 内部特价 精装三房不限楼层 教育一站式,低层,精装修,93.2
92,18067.0,158.0,3室2厅,9306.0,东南,越秀滨海新城 地铁4号线金洲站 华师省级学位 内部单位,中层,精装修,87.5
93,20110.0,183.0,3室2厅,10778.0,南,越秀东坡 单合同近地铁 买房送车位 带省一级学位 找我享特价,低层,精装修,91.0
94,18116.0,170.0,3室2厅,10012.0,南,(现房出售）二期内部转名单位 无需任何费用 急出手 幸福誉,低层,精装修,93.8
95,21444.0,193.0,3室2厅,11367.0,南,方圆南沙水恋，工程款内部转名，送产权车位，急转名卖，来电看房,中层,精装修,90.0
96,17073.0,168.0,3室2厅,9895.0,南,笋盘来袭）西福蓝湾 正南向楼1王三房 望花园无遮挡 带幼儿园,低层,精装修,98.4
97,17803.0,158.0,3室2厅,9306.0,南,南沙保利城 4号线地铁旁 南北对流 送精装 带省级学位,中层,精装修,88.8
98,21667.0,195.0,3室2厅,11485.0,东南,蕉门区府旁 合景方圆叠翠台 业主诚心放卖 地铁物业 南向三房,中层,精装修,90.0
99,17655.0,150.0,3室2厅,8834.0,东南,金州南沙金湾 84方3房 精装东南向 业主急售仅售150万,低层,精装修,85.0
100,16578.0,158.2,3室2厅,9317.0,南,(特惠单位）全新加推10内部保留单位 即买即收楼 滨海新城,中层,精装修,95.4
101,16602.0,171.0,3室2厅,10071.0,南,想买滨海新城可找我 帮你拿送管理费 决对低于现场价位,中层,精装修,103.0
102,19828.0,184.0,3室2厅,10837.0,南,VR全景看房 时代长岛 三期 （全新未住） 均价19500,低层,精装修,92.8
103,20367.0,173.0,3室2厅,10189.0,南北,碧桂园玺悦 精装海景3房 可公积金 单合同 送车位 地铁旁,中层,豪华装修,84.9
104,17808.0,150.0,3室2厅,8834.0,南,熙悦内部团购单位 首付仅一成 带重点学位 万达商圈 送管理费,中层,精装修,84.2
105,20475.0,182.0,3室2厅,10719.0,南,地铁物业 南向精装三房 学位户口 现楼 有红本 星河山海湾,中层,精装修,88.9
106,16274.0,150.0,3室2厅,8834.0,南,越秀新城 一口价特价单位 楼层任选 可公积金 来电赠送管理费,中层,精装修,92.2
107,17516.0,165.0,3室2厅,9718.0,南,阳光城熙悦 精装南向3房 读华师附二中 内部单位 有意来电,中层,精装修,94.2
108,18438.0,177.0,3室2厅,10425.0,南,金洲地铁口 精装大3房 南北对流 业主急售 可谈万科府前一号,中层,精装修,96.0
109,16238.0,152.0,3室2厅,8952.0,南北,93方(团购价140万楼层任选)12年教育 可公积金 南向,中层,豪华装修,93.6
110,16804.0,163.0,3室2厅,9600.0,南北,保利城 内部认购 双地铁 可公积金 名额有限来电送物业管理费,中层,精装修,97.0
111,21829.0,195.0,3室2厅,11485.0,南,（3D实拍）店长力荐 天玺湾南向一线望海小三房 急卖195万,中层,精装修,89.3
112,19898.0,195.0,3室2厅,11485.0,东南,越秀东坡 金洲近地铁 山景精装3房 单合同 送车位,低层,精装修,98.0
113,17021.0,160.0,3室2厅,9423.0,南,阳光城熙悦 送五年管理费 首付50万 自贸区 di铁旁物业,中层,精装修,94.0
114,16998.0,152.0,3室2厅,8952.0,东南,南沙保利城 央企大盘 来电享内部团购价 再送5年管理费,中层,精装修,89.4
115,17442.0,150.0,3室2厅,8834.0,南,熙悦15 A（只剩这一栋 错过不在）内部关系折扣 购买送家电,低层,精装修,86.0
116,19780.0,180.0,3室2厅,10601.0,南,越秀东坡 总价180万楼层任选 团购送5年管理费,低层,精装修,91.0
117,17874.0,170.0,3室2厅,10012.0,南,时代领峰95平方 信真实 不买后悔 低首付免息分期,低层,简单装修,95.1
118,16994.0,160.0,3室2厅,9423.0,南北,阳光城熙悦 *后一栋 金洲地 铁 口万达旁首付45万起,高层,精装修,94.2
119,17305.0,155.0,3室2厅,9129.0,东南,单合同 自贸区板块 3地铁交汇处 团购优惠减6万 名额有限,中层,精装修,89.6
120,16152.0,139.0,3室2厅,8187.0,南,越秀滨海新城 团购专场，可做一成首付 前十名额外送5年管理费,中层,精装修,86.1
121,17638.0,155.0,3室2厅,9129.0,东南,保利城南悦湾 内部保利 近地铁 单合同 首付低 可公积金,中层,精装修,87.9
122,16279.0,140.0,3室2厅,8245.0,南,南沙越秀国际总部广场 地铁4号线旁 不限购 5米复式 配套成,低层,精装修,86.0
123,16901.0,150.0,3室2厅,8834.0,南北,保利精装3房 南北对流 客户首期不够退订 无需任何费用,低层,精装修,88.8
124,16632.0,158.0,3室2厅,9306.0,东南,恒大山水城    （家电全送）房东诚心出售，性价比超高。,低层,精装修,95.0
125,15269.0,142.0,3室1厅,8363.0,北,云水雅苑 横沥地铁旁  近明珠湾 超笋盘 带生活阳台,中层,简单装修,93.0
126,17051.0,142.0,3室2厅,8363.0,南,阳光城丽景湾熙悦（南沙金洲）华师附中学位房，望儿童公园，望江,中层,精装修,83.3
127,18377.0,156.0,3室2厅,9188.0,南,VR全景 碧桂园双地铁海景小三房 近地铁 万达旁  南北对流,中层,精装修,84.9
128,17069.0,150.0,3室2厅,8834.0,南,保利南悦湾 团购立减8万 带学位 可公积金 来电还赠送管理费,中层,精装修,87.9
129,16511.0,150.0,3室2厅,8834.0,南,（合生君景湾）学位房，总价低，近地铁，配套齐，可议价，急售,高层,精装修,90.9
130,16931.0,140.0,3室2厅,8245.0,东南,阳光城熙悦 送五年管理费 首付30万 自贸区 di铁旁物业,低层,精装修,82.7
131,19231.0,150.0,3室2厅,8834.0,南,万科海上明月 内部转名 认购送5年管理费 额外98折 来电看,中层,精装修,78.0
132,17655.0,150.0,3室2厅,8834.0,东南,（南沙金湾）三房两厅，东南向，精装修，随时看房，南沙中心地段,低层,精装修,85.0
133,16782.0,158.0,3室2厅,9306.0,南,阳光城丽景湾澜悦 720度全景看房 有几套工程款单位欢迎咨询,低层,精装修,94.2
134,16521.0,153.0,3室2厅,9011.0,东南,滨海新城 南向精装三房 金洲地铁旁 首付免息分期一年 单合同,低层,精装修,92.6
135,18607.0,155.0,3室2厅,9129.0,南,阳光城一手单合同 地段位置比较好 带装修免金专看房,低层,精装修,83.3
136,14286.0,130.0,3室2厅,7656.0,南,1成首付单合同 买房送车位 来回接送 来电享95折 欢迎致电,中层,精装修,91.0
137,14674.0,135.0,3室2厅,7951.0,南北,桥景园 随时可看 周边配套成熟 带省一级学位 稀有房源！,低层,精装修,92.0
138,15191.0,145.0,3室2厅,8540.0,东南,新鸿基御华园 高层东南向三房望水库 无遮挡 证够两年总价低,高层,毛坯,95.5
139,14286.0,130.0,3室2厅,7656.0,北,大岗新联新村别墅 业主诚心放卖 价格可以谈 看房提前约,低层,简单装修,91.0
140,16111.0,145.0,3室2厅,8540.0,南北,广州绿地城 业主直降8万 省钱就是赚钱 不买后悔,中层,精装修,90.0
141,16882.0,145.0,3室2厅,8540.0,南北,优美的蕉门河畔旁精装三房 值得拥有,中层,精装修,85.9
142,15694.0,153.0,3室2厅,9011.0,东北,万科幸福誉 知识城旗舰大盘 地铁50米 送市二中学位 学位房,中层,精装修,97.5
143,16293.0,130.0,3室2厅,7656.0,南,塞纳河畔 万达旁 焦门河风景 坐拥城市繁华 来电97折,中层,精装修,79.8
144,15340.0,131.0,3室2厅,7715.0,南,南沙广隆苑（业主急售中）近地铁 笋！ 看房人较多 请提前预约,中层,精装修,85.4
145,16205.0,151.0,3室2厅,8893.0,南,越秀滨海新城 内部特价 精装三房不限楼层 教育一站式,低层,精装修,93.2
146,19300.0,150.0,3室2厅,8834.0,南,圣淘沙 今洲中心 繁华配套 找我看房享额外折扣优惠,中层,毛坯,77.7
147,18750.0,120.0,3室2厅,7067.0,东,南沙万达广场 可明火产权公寓 可下个人名字 首付只需两成,中层,精装修,64.0
148,16163.0,153.0,3室2厅,9011.0,东南,越秀滨海新城 首付10万 成功认购送3年管理费 欢迎致电,中层,精装修,94.7
149,16463.0,155.0,3室2厅,9129.0,南北,南沙金洲版块 阳光城 全新加推 自贸区红利 95折优惠起,高层,豪华装修,94.2
150,19750.0,158.0,3室2厅,9306.0,东南,自贸区南沙金茂湾 单合同首付2成 4号线300米 可公积金!,低层,豪华装修,80.0
151,13668.0,128.0,3室2厅,7539.0,东南,金地荔湖城，证满两年，轻轨旁，产权清晰，业主包税，来电看房,中层,精装修,93.7
152,16511.0,150.0,3室2厅,8834.0,南,学位房（合生君景湾）地段好，环境好，配套好，交通好，地铁物业,高层,精装修,90.9
153,15412.0,139.0,3室2厅,8187.0,南,金沙半岛 精装三房 一线望江 间隔方正 随时看房,低层,精装修,90.2
154,16199.0,150.0,3室2厅,8834.0,东南,中航城花园 21号线 内部保留单位首付45即可 年底促销优惠,低层,精装修,92.6
155,15000.0,135.0,3室2厅,7951.0,南,时代领峰 34号线双地铁 时代年底大让利 买房正当时,中层,简单装修,90.0
156,14989.0,140.0,3室2厅,8245.0,南,新收盘！保利南悦湾 全新未入住 首付25万买三房 地铁4号线,中层,精装修,93.4
157,12500.0,120.0,3室2厅,7067.0,东南,（真实在售）绿湖国际城 业主包重税 证未满两年 无奈底价出售,中层,精装修,96.0
158,19250.0,154.0,3室2厅,9070.0,南,南沙自贸区 越秀东坡 地铁口单位 带省级学位 金洲万达商圈,中层,精装修,80.0
159,21426.0,210.0,3室2厅,12368.0,东北,碧桂园天玺湾三房 一线湖景 装修保养好 可公积金 配合低首付,低层,精装修,98.0
160,19584.0,190.0,3室2厅,11190.0,南,碧桂园玺悦 海景洋房 低首付 年底特惠97折另送5年管理费,低层,精装修,97.0
161,13189.0,122.0,3室2厅,7185.0,南,精装3房保养新 税费低 业主诚心出售 有意致电 公园上城,中层,精装修,92.5
162,16166.0,155.0,3室2厅,9129.0,南,阳光城澜悦 可做一成首付 内部转让单位 来电送管理费,中层,精装修,95.9
163,13298.0,125.0,3室2厅,7362.0,南北,广州佳兆业 可个人购买 门口地铁13号线 一层送一层 超划算,中层,精装修,94.0
164,20665.0,200.0,3室2厅,11779.0,东南,碧桂园玺悦 单合同首付低 双地铁山海景观 额外98折送管理费,低层,精装修,96.8
165,16220.0,153.0,3室2厅,9011.0,南,153万买南沙金州商圈内四房二卫，小区幼儿园到高中。,低层,精装修,94.3
166,16113.0,158.0,3室2厅,9306.0,东南,南沙心意华庭 靠近金洲地铁 证满五年 全新未住 送全部家私,低层,简单装修,98.1
167,18371.0,180.0,3室2厅,10601.0,南北,VR全景 南沙保利城 低首付单合同 地铁口700米 可公积金,低层,精装修,98.0
168,16841.0,148.0,3室2厅,8717.0,南,南沙粤港澳大湾区 黄阁南沙保利城 地铁4号线正常首付可公积金,中层,精装修,87.9
169,18107.0,154.0,3室2厅,9070.0,北,碧桂园玺悦 靠山望海85方南向三房 预约享额外99折,中层,精装修,85.1
170,19200.0,182.4,3室2厅,10743.0,东南,单合同 首付8万起 送车位 蝴蝶洲地铁站旁 预约享团购99折,中层,精装修,95.0
171,18667.0,140.0,3室2厅,8245.0,南,（分期首付）万科精装 团购减8万 单合同 来电额外赠管理费,中层,精装修,75.0
172,16811.0,140.0,3室2厅,8245.0,南北,阳光城 内部转名特价单位 一手交易 南向望花园3房 可公积金,高层,精装修,83.3
173,28969.0,275.0,3室2厅,16197.0,南北,越秀滨海御城 精装三房带车位出售 近地铁生活方便 随时看房,中层,精装修,94.9
174,17480.0,145.0,3室2厅,8540.0,南,阳光城丽景湾售楼部直售房源,低层,精装修,83.0
175,14043.0,138.0,3室2厅,8128.0,南,碧桂园豪进左岸 挂绿新城刚需三房 首付13万 价格可谈8万,低层,精装修,98.3
176,16357.0,153.0,3室2厅,9011.0,东南,地铁口一手盘 滨海新城 93方3房带主套仅需150万 带精装,中层,精装修,93.5
177,17189.0,152.0,3室2厅,8952.0,南北,广晟圣淘沙    南北通透 交通方便 近地铁 配套成熟,低层,精装修,88.4
178,19811.0,168.0,3室2厅,9895.0,东南,越秀东坡 单合同首付 蝴蝶洲地铁站 带省级学位 找我享85折,低层,精装修,84.8
179,17556.0,158.0,3室2厅,9306.0,南,知识城科教板块 惟一一线望湖 可公积金 地铁旁 配套省级学校,中层,精装修,90.0
180,17065.0,150.0,3室2厅,8834.0,南北,南沙保利城 内部转名单位 一手交易 南向望花园3房 可公积金,中层,精装修,87.9
181,18839.0,162.0,3室2厅,9541.0,南,南向特价三房 精装修带智能家居 地铁4站到天河 蔷薇国际,中层,精装修,86.0
182,17403.0,150.0,3室2厅,8834.0,南,誉山国际 全新4区开盘 单价低首付低 全天随时接送看房,中层,精装修,86.2
183,18107.0,154.0,3室2厅,9070.0,北,碧桂园玺悦 靠山望海85方南向三房 预约享额外99折,中层,精装修,85.1
184,18607.0,155.0,3室2厅,9129.0,南,阳光城一手单合同 地段位置比较好 带装修免金专看房,低层,精装修,83.3
185,15116.0,130.0,3室2厅,7656.0,南,嘉安花园 精装三房 南向高层能望海 房子保养好 家电送,低层,精装修,86.0
186,16867.0,140.0,3室2厅,8245.0,南,广晟海韵兰庭 近地铁 带省级学位 带私家电 业主急售可议价,中层,精装修,83.0
187,19765.0,168.0,3室2厅,9895.0,南,碧桂园玺悦，享受从幼儿园到高中，纯公立学位，买房送2万管理费,中层,精装修,85.0
188,16610.0,146.0,3室2厅,8599.0,南,南沙保利城 地铁口 精装修 南北对流 配套成熟 可公积金,中层,精装修,87.9
189,16842.0,160.0,3室2厅,9423.0,南,南沙自贸区地铁口央企大盘 来电享92折 自带省级公立学校,低层,精装修,95.0
190,16215.0,152.0,3室2厅,8952.0,南,(笋盘推荐）客户首付不够退订 无需任何费用 内部转名 急出手,中层,精装修,93.7
191,16882.0,145.0,3室2厅,8540.0,南北,优美的蕉门河畔旁精装三房 值得拥有,中层,精装修,85.9
192,17511.0,150.0,3室2厅,8834.0,南,合景誉山国际，内部抵押工程款单位，1成首付做业主，随时看房,中层,精装修,85.7
193,18750.0,120.0,3室2厅,7067.0,东,南沙万达广场 可明火产权公寓 可下个人名字 首付只需两成,中层,精装修,64.0
194,16811.0,140.0,3室2厅,8245.0,南北,阳光城 内部转名特价单位 一手交易 南向望花园3房 可公积金,高层,精装修,83.3
195,14327.0,120.0,3室2厅,7067.0,北,敏捷绿湖国际城  刚需小3房 首付40万 月供低接受公积金,中层,精装修,83.8
196,17518.0,168.0,4室2厅,9895.0,南北,想看阳光城楼盘 可找我有关系户优惠送3年管理费 价位低于现场,中层,精装修,95.9
197,16878.0,140.0,3室2厅,8245.0,南,内部特价单位 阳光城熙悦 （单合同）金洲CBD金融发展中心,中层,精装修,83.0
198,16807.0,140.0,3室2厅,8245.0,南,送管理费 阳光城澜悦 江边9栋发售 全南向江景房,中层,豪华装修,83.3
199,16561.0,156.0,3室2厅,9188.0,东南,阳光城熙悦 单合同首付30万 全新加推15栋 送三年管理费,低层,精装修,94.2
200,16829.0,138.0,3室1厅,8128.0,南,合生湖山国际 省级学校 业主全新未住 可按揭公积金急售,中层,精装修,82.0
201,19125.0,153.0,3室2厅,9011.0,南,粤港澳大湾区核心南沙，万科海上明月，南沙蕉门水道江景房,中层,简单装修,80.0
202,14118.0,120.0,3室2厅,7067.0,南,南沙广隆苑 精装3房 业主生意回笼资金 可谈 急售,高层,精装修,85.0
203,15059.0,128.0,3室2厅,7539.0,南,敏捷绿湖国际（准现楼）黄冈名校 配套成熟 无名额也可置业广州,中层,精装修,85.0
