,UserNo,ProgramNo,RecommendScore,ProgramName
53,10228,189,0.2886751345948129,07月19日 熊熊乐园
226,10228,112,0.2886751345948129,07月14日 中国新歌声 第二季：杰伦Eason对唱
268,10228,100,0.2886751345948129,左轮手枪
551,10228,145,0.2886751345948129,喜欢你
556,10228,181,0.2886751345948129,07月28日 神兽金刚
163,10234,152,0.8273502691896258,名侦探柯南
128,10234,203,0.5386751345948129,08月05日 熊熊乐园
241,10234,138,0.2886751345948129,花咒
563,10234,99,0.2886751345948129,大军师司马懿之军师联盟
564,10234,114,0.2886751345948129,08月19日 中餐厅：泰国Mike携友惊喜来袭
253,10234,137,0.25,神秘事件
373,10234,130,0.20412414523193154,傲慢与偏见与僵尸
455,10234,86,0.20412414523193154,银河护卫队
479,10234,133,0.20412414523193154,忍者神龟：变种时代
483,10234,162,0.20412414523193154,08月13日 熊出没之环球大冒险
164,10259,152,1.6547005383792517,名侦探柯南
129,10259,203,1.0773502691896257,08月05日 熊熊乐园
242,10259,138,0.5773502691896258,花咒
254,10259,137,0.5,神秘事件
269,10259,100,0.5,左轮手枪
552,10259,145,0.5,喜欢你
557,10259,181,0.5,07月28日 神兽金刚
374,10259,130,0.4082482904638631,傲慢与偏见与僵尸
456,10259,86,0.4082482904638631,银河护卫队
480,10259,133,0.4082482904638631,忍者神龟：变种时代
149,10264,203,0.7695469177910037,08月05日 熊熊乐园
214,10264,151,0.7695469177910037,饥饿游戏
526,10264,123,0.6755286660229632,07月19日 巨神战击队第三季
512,10264,107,0.47140452079103173,门徒
186,10264,152,0.4082482904638631,名侦探柯南
315,10264,122,0.29814239699997197,07月18日 巨神战击队第三季
347,10264,212,0.29814239699997197,08月19日 汪汪队立大功
367,10264,94,0.29814239699997197,浪花一朵朵
394,10264,130,0.29814239699997197,傲慢与偏见与僵尸
494,10264,4,0.29814239699997197,巧虎来啦
621,10273,117,0.12126781251816648,09月02日 开心剧乐部：张凯丽“喜当娘”狂收4位儿女
622,10273,140,0.12126781251816648,阿拉丁与神灯
623,10273,161,0.12126781251816648,魔卡少女樱
126,10289,203,1.0620717967287867,08月05日 熊熊乐园
425,10289,196,1.0,07月31日 小猪佩奇
323,10289,212,0.8651483716701107,08月19日 汪汪队立大功
291,10289,122,0.7733966621339738,07月18日 巨神战击队第三季
453,10289,86,0.696923425058676,银河护卫队
397,10289,173,0.6538235062649236,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
162,10289,152,0.5,名侦探柯南
439,10289,191,0.5,07月23日 大耳朵图图彩色小世界
225,10289,112,0.4082482904638631,07月14日 中国新歌声 第二季：杰伦Eason对唱
487,10289,4,0.3651483716701107,巧虎来啦
61,10299,189,0.45106773850948634,07月19日 熊熊乐园
27,10299,167,0.39303886223980955,足球小将
571,10299,135,0.26393941736622895,灰姑娘
9,10299,192,0.25819888974716115,07月25日 小猪佩奇
30,10299,15,0.25819888974716115,魔法俏佳人 第一季
33,10299,26,0.25819888974716115,爱丽丝梦游仙境
35,10299,30,0.25819888974716115,雄狮
37,10299,32,0.25819888974716115,你的名字
96,10299,179,0.25819888974716115,07月07日 疯狂小糖
595,10299,34,0.25819888974716115,小猪佩奇 第三季
63,10303,189,0.5471678736926882,07月19日 熊熊乐园
11,10303,192,0.31700640425823734,07月25日 小猪佩奇
5,10303,144,0.286066296582387,迪迦奥特曼
23,10303,184,0.286066296582387,06月28日 新大头儿子和小头爸爸
147,10303,203,0.23094010767585027,08月05日 熊熊乐园
212,10303,151,0.23094010767585027,饥饿游戏
345,10303,212,0.23094010767585027,08月19日 汪汪队立大功
365,10303,94,0.23094010767585027,浪花一朵朵
392,10303,130,0.23094010767585027,傲慢与偏见与僵尸
492,10303,4,0.23094010767585027,巧虎来啦
417,10310,173,0.4397488054468657,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
498,10310,149,0.348461712529338,赌城群英会
187,10310,152,0.25,名侦探柯南
599,10310,83,0.25,星际穿越
150,10310,203,0.23562466021493414,08月05日 熊熊乐园
215,10310,151,0.23562466021493414,饥饿游戏
64,10310,189,0.1978874510953329,07月19日 熊熊乐园
272,10310,100,0.17677669529663687,左轮手枪
284,10310,207,0.17677669529663687,08月08日 小猪佩奇
554,10310,145,0.17677669529663687,喜欢你
157,10351,203,0.5,08月05日 熊熊乐园
190,10351,152,0.5,名侦探柯南
288,10351,207,0.5,08月08日 小猪佩奇
48,10351,157,0.30151134457776363,一拳超人
66,10351,189,0.30151134457776363,07月19日 熊熊乐园
437,10351,196,0.30151134457776363,07月31日 小猪佩奇
532,10351,123,0.30151134457776363,07月19日 巨神战击队第三季
572,10351,135,0.30151134457776363,灰姑娘
583,10351,156,0.30151134457776363,08月20日 我们相爱吧之爱有天意：吴昕潘玮柏十指相扣
585,10351,160,0.30151134457776363,熊出没之夏日连连看
624,10384,0,0.12126781251816648,分裂
625,10384,1,0.12126781251816648,破冰船
626,10384,2,0.12126781251816648,逆时营救
627,10384,3,0.12126781251816648,三生三世十里桃花
628,10384,12,0.12126781251816648,速度与激情8
629,10384,14,0.12126781251816648,血狼犬
630,10384,20,0.12126781251816648,长城
631,10384,25,0.12126781251816648,07月02日 小花仙
632,10384,35,0.12126781251816648,小猪佩奇 第四季
633,10384,36,0.12126781251816648,异星觉醒
146,10395,203,0.8104053896278938,08月05日 熊熊乐园
283,10395,207,0.4776709006307398,08月08日 小猪佩奇
211,10395,151,0.4453264111485912,饥饿游戏
62,10395,189,0.3929508225030973,07月19日 熊熊乐园
436,10395,196,0.34074432262236454,07月31日 小猪佩奇
344,10395,212,0.3327344889971541,08月19日 汪汪队立大功
364,10395,94,0.3327344889971541,浪花一朵朵
265,10395,137,0.31841522325310434,神秘事件
545,10395,134,0.27865974448192454,漂洋过海来爱你
525,10395,123,0.17407765595569785,07月19日 巨神战击队第三季
303,10418,122,0.9990707667627815,07月18日 巨神战击队第三季
133,10418,203,0.8794976108937314,08月05日 熊熊乐园
335,10418,212,0.6825741858350554,08月19日 汪汪队立大功
382,10418,130,0.6825741858350554,傲慢与偏见与僵尸
520,10418,123,0.5018758509504233,07月19日 巨神战击队第三季
174,10418,152,0.5,名侦探柯南
442,10418,191,0.5,07月23日 大耳朵图图彩色小世界
407,10418,173,0.4712493204298683,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
229,10418,112,0.4082482904638631,07月14日 中国新歌声 第二季：杰伦Eason对唱
467,10418,86,0.4082482904638631,银河护卫队
17,10512,90,0.2508917431297803,疯狂原始人
22,10512,184,0.2508917431297803,06月28日 新大头儿子和小头爸爸
596,10512,5,0.21320071635561041,幽游白书
594,10512,159,0.17407765595569785,樱桃小丸子
597,10512,95,0.17407765595569785,变种章鲨
40,10512,143,0.13483997249264842,海底小纵队 特别篇
46,10512,157,0.13483997249264842,一拳超人
10,10512,192,0.11605177063713189,07月25日 小猪佩奇
31,10512,15,0.11605177063713189,魔法俏佳人 第一季
97,10512,179,0.11605177063713189,07月07日 疯狂小糖
38,10533,143,0.25819888974716115,海底小纵队 特别篇
41,10533,157,0.25819888974716115,一拳超人
51,10533,189,0.18577316298794966,07月19日 熊熊乐园
68,10533,125,0.13575669608238236,07月21日 赛尔号之幻梦战记
75,10533,127,0.13575669608238236,07月29日 超级飞侠二
80,10533,9,0.11605177063713189,人民的名义
82,10533,22,0.11605177063713189,我的前半生
85,10533,24,0.11605177063713189,07月01日 小花仙
88,10533,58,0.11605177063713189,03月31日 王牌对王牌 第二季：王源林俊杰隔空互动
90,10533,72,0.11605177063713189,09月22日 我们来了 第二季：关之琳隐藏技能大爆发
15,10534,90,0.4082482904638631,疯狂原始人
587,10534,109,0.4082482904638631,08月25日 中国新歌声 第二季：周董E神上演嘻哈对决
184,10534,152,0.2886751345948129,名侦探柯南
238,10534,112,0.2886751345948129,07月14日 中国新歌声 第二季：杰伦Eason对唱
588,10534,217,0.2886751345948129,盖亚奥特曼
44,10534,157,0.17407765595569785,一拳超人
264,10534,137,0.17407765595569785,神秘事件
435,10534,196,0.17407765595569785,07月31日 小猪佩奇
523,10534,123,0.17407765595569785,07月19日 巨神战击队第三季
570,10534,135,0.17407765595569785,灰姑娘
167,10538,152,1.5245638646895836,名侦探柯南
296,10538,122,1.282762754436745,07月18日 巨神战击队第三季
201,10538,151,1.2437974494006498,饥饿游戏
277,10538,207,1.0773502691896257,08月08日 小猪佩奇
461,10538,86,0.7071067811865475,银河护卫队
327,10538,212,0.7054124852471191,08月19日 汪汪队立大功
355,10538,94,0.7054124852471191,浪花一朵朵
399,10538,173,0.6664471802110241,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
258,10538,137,0.5,神秘事件
505,10538,107,0.4082482904638631,门徒
207,10570,151,0.6273428181067059,饥饿游戏
183,10570,152,0.4755890005334615,名侦探柯南
312,10570,122,0.426005206327548,07月18日 巨神战击队第三季
143,10570,203,0.3516970576843669,08月05日 熊熊乐园
14,10570,90,0.34804068884825884,疯狂原始人
415,10570,173,0.200941385395485,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
543,10570,134,0.1844502525939575,漂洋过海来爱你
574,10570,209,0.17407765595569785,08月10日 小猪佩奇
576,10570,163,0.17407765595569785,守卫者-浮出水面
580,10570,87,0.17407765595569785,白夜追凶
427,10622,196,1.414213562373095,07月31日 小猪佩奇
134,10622,203,1.2437974494006498,08月05日 熊熊乐园
336,10622,212,0.9653056709337086,08月19日 汪汪队立大功
383,10622,130,0.9653056709337086,傲慢与偏见与僵尸
304,10622,122,0.8355491589367869,07月18日 巨神战击队第三季
175,10622,152,0.7071067811865475,名侦探柯南
443,10622,191,0.7071067811865475,07月23日 大耳朵图图彩色小世界
408,10622,173,0.6664471802110241,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
230,10622,112,0.5773502691896258,07月14日 中国新歌声 第二季：杰伦Eason对唱
468,10622,86,0.5773502691896258,银河护卫队
4,10636,144,0.3333333333333333,迪迦奥特曼
593,10636,159,0.3333333333333333,樱桃小丸子
144,10636,203,0.23570226039551587,08月05日 熊熊乐园
209,10636,151,0.23570226039551587,饥饿游戏
416,10636,173,0.23570226039551587,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
497,10636,149,0.23570226039551587,赌城群英会
524,10636,123,0.23570226039551587,07月19日 巨神战击队第三季
168,10645,152,1.5245638646895836,名侦探柯南
297,10645,122,1.282762754436745,07月18日 巨神战击队第三季
202,10645,151,1.2437974494006498,饥饿游戏
278,10645,207,1.0773502691896257,08月08日 小猪佩奇
462,10645,86,0.7071067811865475,银河护卫队
328,10645,212,0.7054124852471191,08月19日 汪汪队立大功
356,10645,94,0.7054124852471191,浪花一朵朵
400,10645,173,0.6664471802110241,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
259,10645,137,0.5,神秘事件
506,10645,107,0.4082482904638631,门徒
60,10674,189,0.4082482904638631,07月19日 熊熊乐园
578,10674,163,0.4082482904638631,守卫者-浮出水面
645,10675,158,0.5773502691896258,小猪佩奇 第五季
646,10675,169,0.5773502691896258,变形金刚领袖之证
7,10678,144,0.21320071635561041,迪迦奥特曼
28,10678,167,0.21320071635561041,足球小将
84,10678,22,0.21320071635561041,我的前半生
87,10678,24,0.21320071635561041,07月01日 小花仙
89,10678,58,0.21320071635561041,03月31日 王牌对王牌 第二季：王源林俊杰隔空互动
91,10678,72,0.21320071635561041,09月22日 我们来了 第二季：关之琳隐藏技能大爆发
641,10678,73,0.21320071635561041,神偷奶爸2
642,10678,77,0.21320071635561041,楚乔传
643,10678,80,0.21320071635561041,我差点就信了
644,10678,146,0.21320071635561041,杀破狼2
203,10691,151,1.793307712714754,饥饿游戏
279,10691,207,1.2218102647414413,08月08日 小猪佩奇
540,10691,134,0.7781079813685385,漂洋过海来爱你
56,10691,189,0.6854870131016795,07月19日 熊熊乐园
401,10691,173,0.6444544011867559,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
69,10691,125,0.46188021535170054,07月21日 赛尔号之幻梦战记
76,10691,127,0.46188021535170054,07月29日 超级飞侠二
377,10691,130,0.46188021535170054,傲慢与偏见与僵尸
488,10691,4,0.46188021535170054,巧虎来啦
565,10691,147,0.46188021535170054,武林外传
531,10693,123,0.25,07月19日 巨神战击队第三季
550,10693,134,0.25,漂洋过海来爱你
562,10693,181,0.25,07月28日 神兽金刚
602,10693,116,0.25,08月27日 极限挑战 第三季：张艺兴雪耻重振皮革厂
605,10693,153,0.25,小马宝莉中文版
608,10693,195,0.25,07月29日 小猪佩奇
611,10693,206,0.25,08月07日 小猪佩奇
428,10743,196,1.414213562373095,07月31日 小猪佩奇
135,10743,203,1.2437974494006498,08月05日 熊熊乐园
337,10743,212,0.9653056709337086,08月19日 汪汪队立大功
384,10743,130,0.9653056709337086,傲慢与偏见与僵尸
305,10743,122,0.8355491589367869,07月18日 巨神战击队第三季
176,10743,152,0.7071067811865475,名侦探柯南
444,10743,191,0.7071067811865475,07月23日 大耳朵图图彩色小世界
409,10743,173,0.6664471802110241,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
231,10743,112,0.5773502691896258,07月14日 中国新歌声 第二季：杰伦Eason对唱
469,10743,86,0.5773502691896258,银河护卫队
222,10746,151,0.4082482904638631,饥饿游戏
476,10746,86,0.4082482904638631,银河护卫队
67,10746,189,0.35355339059327373,07月19日 熊熊乐园
193,10746,152,0.35355339059327373,名侦探柯南
590,10746,217,0.35355339059327373,盖亚奥特曼
152,10770,203,0.8913813772183723,08月05日 熊熊乐园
286,10770,207,0.8273502691896258,08月08日 小猪佩奇
217,10770,151,0.7713279700616671,饥饿游戏
317,10770,122,0.497043809920966,07月18日 巨神战击队第三季
546,10770,134,0.4826528354668543,漂洋过海来爱你
266,10770,137,0.4007556722888818,神秘事件
19,10770,90,0.35355339059327373,疯狂原始人
451,10770,166,0.35355339059327373,变形金刚 第一季
349,10770,212,0.35270624262355954,08月19日 汪汪队立大功
369,10770,94,0.35270624262355954,浪花一朵朵
195,10791,151,1.2877459013575945,饥饿游戏
159,10791,152,1.0780294470739749,名侦探柯南
273,10791,207,1.0504768156519497,08月08日 小猪佩奇
289,10791,122,0.9070502423157564,07月18日 巨神战击队第三季
320,10791,212,0.4988019518518933,08月19日 汪汪队立大功
350,10791,94,0.4988019518518933,浪花一朵朵
370,10791,130,0.4712493204298683,傲慢与偏见与僵尸
395,10791,173,0.4712493204298683,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
224,10791,112,0.4082482904638631,07月14日 中国新歌声 第二季：杰伦Eason对唱
251,10791,137,0.35355339059327373,神秘事件
429,10838,196,1.414213562373095,07月31日 小猪佩奇
136,10838,203,1.2437974494006498,08月05日 熊熊乐园
338,10838,212,0.9653056709337086,08月19日 汪汪队立大功
385,10838,130,0.9653056709337086,傲慢与偏见与僵尸
306,10838,122,0.8355491589367869,07月18日 巨神战击队第三季
177,10838,152,0.7071067811865475,名侦探柯南
445,10838,191,0.7071067811865475,07月23日 大耳朵图图彩色小世界
410,10838,173,0.6664471802110241,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
232,10838,112,0.5773502691896258,07月14日 中国新歌声 第二季：杰伦Eason对唱
470,10838,86,0.5773502691896258,银河护卫队
151,10843,203,1.2606036329090302,08月05日 熊熊乐园
285,10843,207,1.1700499715209998,08月08日 小猪佩奇
316,10843,122,0.7029260970838248,07月18日 巨神战击队第三季
216,10843,151,0.6825741858350554,饥饿游戏
418,10843,173,0.5908224762989185,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
65,10843,189,0.5361275764283291,07月19日 熊熊乐园
348,10843,212,0.4988019518518933,08月19日 汪汪队立大功
368,10843,94,0.4988019518518933,浪花一朵朵
246,10843,138,0.4082482904638631,花咒
499,10843,149,0.4082482904638631,赌城群英会
105,10848,6,0.3779644730092272,海底小纵队
109,10848,7,0.3779644730092272,蓝精灵：寻找神秘村
112,10848,21,0.3779644730092272,使徒行者2
116,10848,23,0.3779644730092272,欢乐颂2
120,10848,43,0.3779644730092272,临时演员
612,10848,202,0.35355339059327373,08月05日 小猪佩奇
430,10853,196,1.414213562373095,07月31日 小猪佩奇
137,10853,203,1.2437974494006498,08月05日 熊熊乐园
339,10853,212,0.9653056709337086,08月19日 汪汪队立大功
386,10853,130,0.9653056709337086,傲慢与偏见与僵尸
307,10853,122,0.8355491589367869,07月18日 巨神战击队第三季
178,10853,152,0.7071067811865475,名侦探柯南
446,10853,191,0.7071067811865475,07月23日 大耳朵图图彩色小世界
411,10853,173,0.6664471802110241,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
233,10853,112,0.5773502691896258,07月14日 中国新歌声 第二季：杰伦Eason对唱
471,10853,86,0.5773502691896258,银河护卫队
419,10889,173,0.8355491589367869,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
188,10889,152,0.7071067811865475,名侦探柯南
500,10889,149,0.5773502691896258,赌城群英会
527,10889,123,0.35355339059327373,07月19日 巨神战击队第三季
559,10889,181,0.35355339059327373,07月28日 神兽金刚
600,10889,116,0.35355339059327373,08月27日 极限挑战 第三季：张艺兴雪耻重振皮革厂
603,10889,153,0.35355339059327373,小马宝莉中文版
606,10889,195,0.35355339059327373,07月29日 小猪佩奇
609,10889,204,0.35355339059327373,08月06日 小猪佩奇
610,10889,206,0.35355339059327373,08月07日 小猪佩奇
138,10891,203,1.7749528721326506,08月05日 熊熊乐园
282,10891,207,1.1700499715209998,08月08日 小猪佩奇
431,10891,196,1.0,07月31日 小猪佩奇
340,10891,212,0.816227766016838,08月19日 汪汪队立大功
234,10891,112,0.7618016810571369,07月14日 中国新歌声 第二季：杰伦Eason对唱
308,10891,122,0.724476056480701,07月18日 巨神战击队第三季
387,10891,130,0.5,傲慢与偏见与僵尸
447,10891,191,0.5,07月23日 大耳朵图图彩色小世界
542,10891,134,0.5,漂洋过海来爱你
472,10891,86,0.4082482904638631,银河护卫队
73,10907,125,0.7054124852471191,07月21日 赛尔号之幻梦战记
18,10907,90,0.4472135954999579,疯狂原始人
534,10907,79,0.4472135954999579,09月01日 星原小宝
536,10907,142,0.4472135954999579,龙黄蜂
148,10907,203,0.2581988897471611,08月05日 熊熊乐园
213,10907,151,0.2581988897471611,饥饿游戏
346,10907,212,0.2581988897471611,08月19日 汪汪队立大功
366,10907,94,0.2581988897471611,浪花一朵朵
393,10907,130,0.2581988897471611,傲慢与偏见与僵尸
493,10907,4,0.2581988897471611,巧虎来啦
421,10910,173,0.9855985596534889,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
547,10910,134,0.5773502691896258,漂洋过海来爱你
154,10910,203,0.4082482904638631,08月05日 熊熊乐园
219,10910,151,0.4082482904638631,饥饿游戏
513,10910,107,0.4082482904638631,门徒
529,10910,123,0.4082482904638631,07月19日 巨神战击队第三季
198,10929,151,0.8463526704200182,饥饿游戏
293,10929,122,0.7358887300947708,07月18日 巨神战击队第三季
243,10929,138,0.5773502691896258,花咒
457,10929,86,0.5576775358252053,银河护卫队
324,10929,212,0.4472135954999579,08月19日 汪汪队立大功
352,10929,94,0.4472135954999579,浪花一朵朵
54,10929,189,0.4007556722888818,07月19日 熊熊乐园
517,10929,123,0.3548798175208133,07月19日 巨神战击队第三季
538,10929,134,0.35355339059327373,漂洋过海来爱你
270,10929,100,0.25,左轮手枪
432,10935,196,1.0,07月31日 小猪佩奇
139,10935,203,0.8794976108937314,08月05日 熊熊乐园
341,10935,212,0.6825741858350554,08月19日 汪汪队立大功
388,10935,130,0.6825741858350554,傲慢与偏见与僵尸
309,10935,122,0.5908224762989185,07月18日 巨神战击队第三季
179,10935,152,0.5,名侦探柯南
412,10935,173,0.4712493204298683,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
235,10935,112,0.4082482904638631,07月14日 中国新歌声 第二季：杰伦Eason对唱
473,10935,86,0.4082482904638631,银河护卫队
