,UserNo,ProgramNo,RecommendScore,ProgramName
423,10089,1681,1.2610039476990704,08月25日 巴巴爸爸的探险
2382,10089,2270,1.0429030771514218,自然：宇宙 解密古老传奇
2925,10089,1995,0.91015185624959,冰与火之歌：权力游戏 第四季
1995,10089,2526,0.8872952341767573,水怪
234,10089,1447,0.8833955408441021,阳光清洗
2968,10089,2423,0.8279468634567491,05月30日 神奇阿呦
2616,10089,293,0.7979580175270491,07月30日 极限挑战 第三季：孙红雷脸基尼抢镜
644,10096,1691,0.7032865823791157,捉妖记
1979,10096,1301,0.5475689699535105,07月06日 贝肯熊
3608,10096,2414,0.4169464237231002,04月26日 超级飞侠
341,10096,1447,0.4033441444440846,阳光清洗
2546,10096,1689,0.3894698406422078,小蚂蚁4D古诗视频
2533,10096,1502,0.35644036714484756,07月16日 巨神战击队第三季
956,10096,2538,0.3520029819385768,太极2
479,10096,1681,0.34328510771749815,08月25日 巴巴爸爸的探险
2361,10096,2459,0.3165358908313998,07月27日 猪猪侠超星萌宠二
2678,10096,1955,0.31080995385096705,我的青春在延安
2807,10102,890,1.0143817038588099,05月20日 高能少年团：王俊凯董子健变带刀侍卫
503,10102,1691,0.8587947408705977,捉妖记
1497,10102,793,0.5863792528743111,07月31日 小猪佩奇
1418,10102,2493,0.5795927083677223,09月01日 小公主苏菲亚2
2294,10102,2459,0.5503606859583592,07月27日 猪猪侠超星萌宠二
2077,10102,696,0.5257378743712647,宝贝小猪麦2
1079,10102,1348,0.5175220064580448,哈利波特3：阿兹卡班的逃犯
1853,10102,2233,0.508134822852933,古埃及的珍宝
2973,10102,262,0.4555022913585045,我们的少年时代
716,10102,2471,0.44625937503438895,08月09日 神奇阿呦
211,10104,690,1.124267259738043,寻人大师
379,10104,700,1.1108785685370204,改变世界的武器已剪辑
2052,10104,470,1.065715144904008,人在?逋？去拖影)
2128,10104,1450,0.9347543685532917,05月07日 非你莫属：奇葩女假简历被揭底
2607,10104,718,0.9246663436970214,激浪青春
2174,10104,679,0.9169451525223605,警察故事4之简单任务
2134,10104,756,0.8827100972901435,生化危机1：变种
397,10104,1681,0.8793515142781747,08月25日 巴巴爸爸的探险
2155,10104,748,0.8637592276357445,搭便车
2060,10104,357,0.8604841228375557,07月16日 汪汪队立大功
239,10115,1447,1.3024237921519988,阳光清洗
2084,10115,696,0.825431147156848,宝贝小猪麦2
1574,10115,866,0.6667426352670509,仙剑奇侠传三
2899,10115,633,0.6588569959936555,蛇胆雄威
39,10115,568,0.6391871886341923,暗黑杀神
1550,10115,1477,0.5513015440680261,卧底归来
3284,10115,301,0.5500900796178865,09月03日 极限挑战 第三季：王嘉尔惨遭沙溢套路
2691,10115,960,0.5092712582597636,死人之夜
2498,10115,1502,0.5076542449319771,07月16日 巨神战击队第三季
3131,10115,904,0.5014581433001662,不懂撒娇的女人
258,10122,1447,0.7242785478395195,阳光清洗
1885,10122,2233,0.7004467905890517,古埃及的珍宝
865,10122,2538,0.5074547365865847,太极2
2507,10122,1502,0.4822094261572276,07月16日 巨神战击队第三季
3324,10122,2687,0.4822094261572276,08月20日 向上吧诗词：女主持为何频频失态 力挺“按摩哥”
3075,10122,1994,0.4803295952553055,冰与火之歌：权力游戏 第六季
2595,10122,2030,0.4521130208636108,我去世的吃醋女友
426,10122,1681,0.4168916234480019,08月25日 巴巴爸爸的探险
1633,10122,1947,0.41617916878157113,黎明2011年LEON-X-U红馆演唱会
3326,10122,1204,0.38867504905630723,07月27日 爆裂飞车二
998,10129,1150,0.9135015338836874,08月29日 神奇阿呦
2941,10129,1984,0.7014140264628864,豪华爱漫游：法属波利尼西亚
1854,10129,2233,0.6913771825246846,古埃及的珍宝
1308,10129,1673,0.569373804657763,05月22日 积高侠与阿里巴巴
2984,10129,2205,0.5456868727926804,09月24日 熊出没之环球大冒险
2191,10129,2204,0.5231509322583416,09月19日 猫村狂想曲
2993,10129,359,0.5162389564151431,07月18日 熊熊乐园
2995,10129,1322,0.5124018013739668,夏有乔木，雅望天堂
2558,10129,2166,0.43396846292450386,第七子：降魔之战
2998,10129,774,0.43396846292450386,魔力女战士
1109,10131,1348,1.3019335588927552,哈利波特3：阿兹卡班的逃犯
427,10131,1681,1.1888996345337601,08月25日 巴巴爸爸的探险
259,10131,1447,1.0063497769100453,阳光清洗
1436,10131,2493,0.8619160781104722,09月01日 小公主苏菲亚2
1886,10131,2233,0.8555663012004269,古埃及的珍宝
3076,10131,1994,0.8555663012004269,冰与火之歌：权力游戏 第六季
731,10131,2471,0.7245832897031292,08月09日 神奇阿呦
2243,10131,417,0.7245832897031292,大话西游之月光宝盒
2314,10131,2459,0.7245832897031292,07月27日 猪猪侠超星萌宠二
1634,10131,1947,0.6220084679281462,黎明2011年LEON-X-U红馆演唱会
3616,10133,353,0.3269243708202771,07月11日 熊熊乐园
3085,10133,1994,0.3214144321749818,冰与火之歌：权力游戏 第六季
2472,10133,2550,0.2467720774866131,冲出康普顿
3619,10133,2089,0.2182178902359924,08月29日 巴巴爸爸的探险
2396,10133,2270,0.2088630990080183,自然：宇宙 解密古老传奇
3209,10133,2133,0.2088630990080183,DIVE!!
3620,10133,324,0.18814320209082297,05月18日 熊熊乐园
1384,10133,483,0.18443711336452018,天降美食2
3621,10133,1680,0.1836636748705375,08月24日 京剧猫
664,10133,1691,0.18168130243125344,捉妖记
3382,10136,2124,0.8418319911411832,小小羊提米提米的失误
3423,10136,1574,0.6512149241154623,寰宇视野：天启-第二次世界大战
2455,10136,2550,0.6381198199710657,冲出康普顿
67,10136,568,0.4851781384248948,暗黑杀神
1799,10136,451,0.4520561621677129,07月15日 挑战者联盟 第三季：郑元畅陈学冬联手夺宝
2913,10136,633,0.4520561621677129,蛇胆雄威
572,10136,1691,0.42266051510030156,捉妖记
3443,10136,274,0.41167720996518337,代号九耳犬
5,10136,548,0.3914786281592999,追捕
3405,10136,1593,0.38402139351937215,欢乐颂
504,10138,1691,1.5913663635545747,捉妖记
831,10138,2538,1.5601697670225683,太极2
1332,10138,819,1.4612407644234915,极限挑战 第一季20150802期
717,10138,2471,1.2184080039531273,08月09日 神奇阿呦
2631,10138,1955,0.7109177759582801,我的青春在延安
2295,10138,2459,0.6936710264705743,07月27日 猪猪侠超星萌宠二
2720,10138,389,0.6166778622927865,07月23日 超级飞侠二
2400,10138,2550,0.6041162219348889,冲出康普顿
1573,10138,866,0.5997892445535848,仙剑奇侠传三
1547,10138,1477,0.5875067149754377,卧底归来
505,10144,1691,2.151042417894108,捉妖记
1080,10144,1348,1.1739248496457395,哈利波特3：阿兹卡班的逃犯
718,10144,2471,1.0231691773568576,08月09日 神奇阿呦
404,10144,1681,0.9445997923790781,08月25日 巴巴爸爸的探险
1613,10144,1947,0.8574624002651163,黎明2011年LEON-X-U红馆演唱会
2489,10144,1502,0.7460604601036449,07月16日 巨神战击队第三季
1419,10144,2493,0.6910441883048322,09月01日 小公主苏菲亚2
2401,10144,2550,0.6800686814683915,冲出康普顿
2559,10144,2166,0.5781918040465999,第七子：降魔之战
3005,10144,704,0.541350107441217,甜果学堂14期-手工超轻泥玫瑰花
529,10146,1691,4.025396518985612,捉妖记
856,10146,2538,2.331632262807621,太极2
240,10146,1447,1.6724370805800939,阳光清洗
1008,10146,1150,1.451524053201795,08月29日 神奇阿呦
2568,10146,2166,1.2736456572080854,第七子：降魔之战
1874,10146,2233,1.2406255128969472,古埃及的珍宝
2900,10146,633,1.1264188228780214,蛇胆雄威
186,10146,1167,1.0483667851054634,飓风营救3
3285,10146,1606,1.0483667851054634,美国骗局
3260,10146,1240,0.9864623047796448,我们家的微幸福生活
709,10148,2471,0.9668393128950392,08月09日 神奇阿呦
818,10148,2538,0.9111892698917182,太极2
490,10148,1691,0.8652626951721464,捉妖记
991,10148,1150,0.8639421172012405,08月29日 神奇阿呦
1068,10148,1348,0.850241130920008,哈利波特3：阿兹卡班的逃犯
1192,10148,2027,0.8111427003217593,奢华之旅：魁北克
1226,10148,477,0.8041079876523551,唐人街探案
1258,10148,2052,0.7267171804515826,05月24日 神奇阿呦
1300,10148,740,0.6911746402035653,天使与魔鬼
1303,10148,1673,0.6805961216935061,05月22日 积高侠与阿里巴巴
670,10152,1691,0.4594067436212232,捉妖记
973,10152,2538,0.36968466729638666,太极2
2477,10152,2550,0.2971889065508608,冲出康普顿
355,10152,1447,0.2141073854697495,阳光清洗
3249,10152,1647,0.21011042679252068,熊出没之春日对对碰
3292,10152,1606,0.19064843282169847,美国骗局
3430,10152,2389,0.1813046697592815,开厨回家系列1
1601,10152,532,0.17952166227644578,长城
1409,10152,335,0.17798643497454664,06月05日 熊熊乐园
2743,10152,389,0.17485644384761467,07月23日 超级飞侠二
1937,10154,2233,0.7244777663643003,古埃及的珍宝
613,10154,1691,0.6270232278657728,捉妖记
1044,10154,1150,0.6022217961763915,08月29日 神奇阿呦
329,10154,1447,0.5577882074386828,阳光清洗
2793,10154,892,0.5577130796308167,06月22日 今晚80后脱口秀：我乐意
933,10154,2538,0.5137250270563827,太极2
1688,10154,1947,0.4828722054549498,黎明2011年LEON-X-U红馆演唱会
2894,10154,1055,0.45385216244825877,极限挑战 第二季20160605期
1820,10154,451,0.4534868736876132,07月15日 挑战者联盟 第三季：郑元畅陈学冬联手夺宝
1596,10154,532,0.43688672392660705,长城
2611,10155,640,0.7885746155437671,06月17日 旅途的花样：林志玲玫瑰小姐惊艳世界
2345,10155,2459,0.6838605946051662,07月27日 猪猪侠超星萌宠二
1499,10155,793,0.6743363675224344,07月31日 小猪佩奇
2110,10155,696,0.6637588487445205,宝贝小猪麦2
608,10155,1691,0.642537014551558,捉妖记
3185,10155,2017,0.6333652198171563,隐私保险箱
779,10155,2471,0.6019834922473422,08月09日 神奇阿呦
1292,10155,2052,0.6019834922473422,05月24日 神奇阿呦
2264,10155,417,0.5634561972582948,大话西游之月光宝盒
929,10155,2538,0.5419683169647626,太极2
652,10156,1691,1.161343224349688,捉妖记
346,10156,1447,0.9615966260097197,阳光清洗
1051,10156,1150,0.8686657164147887,08月29日 神奇阿呦
2466,10156,2550,0.7787631997498569,冲出康普顿
3103,10156,2646,0.658302965928429,天使的印迹：苦难
480,10156,1681,0.5709462381315791,08月25日 巴巴爸爸的探险
1704,10156,1947,0.5390696067852132,黎明2011年LEON-X-U红馆演唱会
2391,10156,2270,0.5040566706130056,自然：宇宙 解密古老传奇
3614,10156,1084,0.49408825637499043,人文地理：黔之南
3291,10156,1606,0.48451894827503206,美国骗局
366,10160,1447,0.12403473458920847,阳光清洗
1256,10160,477,0.12403473458920847,唐人街探案
1373,10160,819,0.12403473458920847,极限挑战 第一季20150802期
1516,10160,729,0.12403473458920847,但丁密码
1541,10160,595,0.12403473458920847,05月14日 熊出没之春日对对碰
1578,10160,866,0.12403473458920847,仙剑奇侠传三
1602,10160,532,0.12403473458920847,长城
2122,10160,696,0.12403473458920847,宝贝小猪麦2
2273,10160,417,0.12403473458920847,大话西游之月光宝盒
3151,10160,904,0.12403473458920847,不懂撒娇的女人
260,10163,1447,0.7976253142983946,阳光清洗
1635,10163,1947,0.7632342163032066,黎明2011年LEON-X-U红馆演唱会
866,10163,2538,0.7378152709549344,太极2
117,10163,1174,0.6316687851797873,07月06日 今晚80后脱口秀：责任心
3134,10163,904,0.5759615376578622,不懂撒娇的女人
2845,10163,1925,0.5176175224857549,09月23日 非诚勿扰：“电竞吴克群”上线 现场合唱嘻哈陷尴尬
3268,10163,686,0.424565807206863,07月30日 我们相爱吧之爱有天意：潘玮柏单膝跪地表白
1110,10163,1348,0.410885496275773,哈利波特3：阿兹卡班的逃犯
2868,10163,1588,0.4066987101172421,霍比特人：意外旅程
1762,10163,451,0.37989919348501366,07月15日 挑战者联盟 第三季：郑元畅陈学冬联手夺宝
2193,10164,2204,0.4182056998241992,09月19日 猫村狂想曲
2018,10164,506,0.3450659125444095,白狐
3378,10164,2563,0.32386628448808896,SHE爱而为一演唱会1
3380,10164,2124,0.31838153834326915,小小羊提米提米的失误
60,10164,568,0.3078030788947579,暗黑杀神
1782,10164,451,0.2938654961798936,07月15日 挑战者联盟 第三季：郑元畅陈学冬联手夺宝
2909,10164,633,0.2938654961798936,蛇胆雄威
1445,10164,2493,0.29229210676503486,09月01日 小公主苏菲亚2
3390,10164,1048,0.2856241650445832,侏罗纪公园1
3178,10164,2017,0.2821273713480442,隐私保险箱
3027,10165,1930,0.11687466530852181,08月30日 西游记
3478,10165,1650,0.11044826927297416,舌尖上的中国Ⅱ？脚步
2881,10165,2402,0.1042088269150922,06月17日 非诚勿扰：播音出身爱挑刺 孟非威胁别找茬
3665,10165,2577,0.09977309085375041,自然：生态工程师-河狸
3220,10165,1099,0.09245003270420485,极限挑战 第一季番外篇20151005期
3587,10165,1585,0.09245003270420485,突围突围
3594,10165,1288,0.09245003270420485,05月15日 熊出没之春日对对碰
3667,10165,1257,0.09245003270420485,诺亚方舟漂流记
3668,10165,1275,0.09245003270420485,澳洲乱世情
3669,10165,2093,0.09245003270420485,几近完美
1111,10168,1348,1.245524208787311,哈利波特3：阿兹卡班的逃犯
732,10168,2471,1.1165753953040878,08月09日 神奇阿呦
1636,10168,1947,0.9899144602750143,黎明2011年LEON-X-U红馆演唱会
2508,10168,1502,0.859656883301484,07月16日 巨神战击队第三季
1887,10168,2233,0.8418669984762117,古埃及的珍宝
1763,10168,451,0.7533895018793813,07月15日 挑战者联盟 第三季：郑元畅陈学冬联手夺宝
1233,10168,477,0.7401743074412529,唐人街探案
1968,10168,1301,0.7066649447366402,07月06日 贝肯熊
2978,10168,262,0.6656526575057176,我们的少年时代
3118,10168,2299,0.6030226891555273,花木兰
557,10169,1691,1.2734326053137783,捉妖记
3084,10169,1994,0.295098580751415,冰与火之歌：权力游戏 第六季
1669,10169,1947,0.23904572186687872,黎明2011年LEON-X-U红馆演唱会
3054,10169,974,0.23676761516186873,07月29日 2017出彩中国人：8岁萌娃变爆裂鼓手
756,10169,2471,0.23270844915483718,08月09日 神奇阿呦
1792,10169,451,0.23132625980842886,07月15日 挑战者联盟 第三季：郑元畅陈学冬联手夺宝
3457,10169,1598,0.23132625980842886,星际小蚂蚁之环球追梦风小小的过敏症
1448,10169,2493,0.22360679774997896,09月01日 小公主苏菲亚2
3460,10169,1884,0.22026862778431755,08月05日 非诚勿扰：“忧郁小王子”花式矫情
2520,10169,1502,0.2084652289093281,07月16日 巨神战击队第三季
528,10170,1691,0.7592705724936923,捉妖记
1624,10170,1947,0.5456697900075305,黎明2011年LEON-X-U红馆演唱会
3270,10170,1475,0.5225980259785039,冰上的尤里
726,10170,2471,0.5047205090577549,08月09日 神奇阿呦
236,10170,1447,0.49289009686124846,阳光清洗
3273,10170,1934,0.4305545443555011,08月18日 我们来了 第二季：陈妍希展现跳远绝技
1007,10170,1150,0.4089956917015808,08月29日 神奇阿呦
1873,10170,2233,0.3558074324962504,古埃及的珍宝
3276,10170,2115,0.34520334271771214,美女与野兽
3278,10170,1223,0.34520334271771214,09月02日 熊出没之丛林总动员
1,10172,548,1.4165634701932872,追捕
20,10172,553,1.274774033953004,08月11日 我们来了 第二季：唐艺昕陈妍希玩亲亲
1320,10172,488,1.025366502971924,怪兽大学
1380,10172,483,1.017141724878918,天降美食2
1305,10172,1673,0.987233467627488,05月22日 积高侠与阿里巴巴
15,10172,636,0.9483918544455633,贫民窟的百万富翁
179,10172,609,0.8317018474432292,09月16日 中餐厅：赵薇接任“主厨”遇岛主光临
2161,10172,627,0.8270939961401235,暖暖内含光
223,10172,1447,0.8202766338166014,阳光清洗
393,10172,1681,0.797376690470958,08月25日 巴巴爸爸的探险
1357,10174,819,1.6106190464964194,极限挑战 第一季20150802期
65,10174,568,1.5817134900355243,暗黑杀神
1535,10174,595,1.5032603150871093,05月14日 熊出没之春日对对碰
1670,10174,1947,1.4720055335868072,黎明2011年LEON-X-U红馆演唱会
309,10174,1447,1.4097508235204024,阳光清洗
3145,10174,904,1.381837703818555,不懂撒娇的女人
558,10174,1691,1.3293831722951,捉妖记
2022,10174,506,1.2861281216965472,白狐
1241,10174,477,1.1569467927790849,唐人街探案
2803,10174,1914,1.0005701760922996,03月25日 王牌对王牌 第二季：王源演技爆发成烈士
1855,10177,2233,1.1001897800915168,古埃及的珍宝
405,10177,1681,0.9556638427425053,08月25日 巴巴爸爸的探险
2490,10177,1502,0.9022877914741428,07月16日 巨神战击队第三季
1734,10177,451,0.6966640328013818,07月15日 挑战者联盟 第三季：郑元畅陈学冬联手夺宝
2560,10177,2166,0.635407535132331,第七子：降魔之战
2954,10177,2260,0.6089300400218436,超级玛丽的世界轮子风波
3011,10177,2281,0.5547001962252291,名侦探柯南：迷宫的十字路
2601,10177,2496,0.5213941615321229,09月05日 豆小鸭
2922,10177,1995,0.5213941615321229,冰与火之歌：权力游戏 第四季
3023,10177,1930,0.5213941615321229,08月30日 西游记
